name,estimated_hours,prerequisites,skills,concept_overlap_group,module_list,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,num_prerequisites,num_skills,difficulty_Advanced,difficulty_Beginner,difficulty_Intermediate,category_Arts And Humanities,category_Business,category_Computer Science,category_Data Science,category_Health,category_Information Technology,category_Language Learning,category_Math And Logic,category_Personal Development,category_Physical Science And Engineering,category_Social Sciences,goal_role_AI Engineer,goal_role_Backend Developer,goal_role_Data Analyst,goal_role_Data Scientist,goal_role_Full Stack,goal_role_ML Engineer,difficulty,learning_load,skill_density,prerequisite_density,learning_complexity
"Statistics and Data Analysis with Excel, Part 1",1.6029236477053337,Data Transformation,"Data Transformation, Data Analysis, Statistics, Scatter Plots, Histogram, Excel Formulas, Microsoft Excel, Data Cleansing, Statistical Visualization, Descriptive Statistics, Probability & Statistics, Probability Distribution, Box Plots, Probability",4,"Calculate descriptive statistics (traditional and robust estimators).
Calculate descriptive statistics (traditional and ",Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Data Transformation; Data Analysis; Statistics; Scatter Plots; Histogram,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1.6029236477053337,-0.6376686788042691,0.016666666666666666,42
Better Business Writing in English,-1.743651419773682,Presentations,"Presentations, Proposal Writing, Grammar, Business Writing, Peer Review, Editing, Business Communication, Microsoft PowerPoint, Writing and Editing, Writing, English Language, Business Correspondence, Language Competency, Report Writing",66,Not Specified,Introduces key concepts and practical applications of None.,Language Learning,High,High,Intermediate,Language Learning,Presentations; Proposal Writing; Grammar; Business Writing; Peer Review,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.6190116193458516,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,-1.743651419773682,3.8634461429483764,0.125,42
Training and Learning Online,1.0880659450162542,Communication,"Communication, Collaboration, Critical Thinking, Learning Strategies, Self-Awareness, Collaborative Software, Digital Communications, Technical Communication",31,"Develop effective online learning strategies that work for you, and produce useful and reflective notes.
Develop effecti",Introduces key concepts and practical applications of None.,Personal Development,High,High,Beginner,Personal Development,Communication; Collaboration; Critical Thinking; Learning Strategies; Self-Awareness,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.0028528854904413,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1.0880659450162542,-0.8735681876366139,0.019230769230769232,8
"Anatomy & Physiology: Fluids, Transport, and Defense",1.5385664348691988,Capillary,"Capillary, Anatomy, Patient Evaluation, Pathology, Hemodynamics, Physiology, Immunology, Hematology, Cardiology",11,Not Specified,Introduces key concepts and practical applications of None.,Health,High,High,Intermediate,Health,Capillary; Anatomy; Patient Evaluation; Pathology; Hemodynamics,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Full Stack,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,-0.7325421346843926,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1.5385664348691988,-0.8774375070816498,0.01694915254237288,27
Observational Methods and Qualitative Data Analysis,-1.5505797812652773,Research Methodologies,"Research Methodologies, Data Collection, Social Sciences, Case Studies, Anthropology, Cultural Diversity, Data Analysis, Psychology, Research, Qualitative Research, Interviewing Skills",15,"Understand the utility of observation and the researcher's role in the observation space.
Understand the utility of obse",Introduces key concepts and practical applications of None.,Health,High,High,Advanced,Health,Research Methodologies; Data Collection; Social Sciences; Case Studies; Anthropology,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.1919206330722949,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2,-1.5505797812652773,1.6376201321915738,0.09090909090909091,55
Real Estate Financial Modeling,-1.3575081427568725,Return On Investment,"Return On Investment, Financial Modeling, Property and Real Estate, Financial Analysis, Risk Analysis, Forecasting, Cash Flow Forecasting, Risk Management, Real Estate, Investments, Investment Management, Commercial Real Estate, Financial Forecasting",57,"Analyze real estate financial modeling concepts and modify models to meet specific needs.
Analyze real estate financial ",Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Return On Investment; Financial Modeling; Property and Real Estate; Financial Analysis; Risk Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,0.34870086853980276,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,-1.3575081427568725,1.4256367025956878,0.07142857142857142,39
IT Systems Design and Analysis,-1.1644365042484677,Systems Analysis,"Systems Analysis, Digital Transformation, Agile Methodology, Business Communication, Business Analysis, Systems Architecture, Prototyping, Business Process, Data Modeling, Workflow Management, Solution Design, Systems Design, Information Technology, Business Transformation, Computer Science, Product Lifecycle Management, Business Process Modeling, Risk Management, Process Flow Diagrams, Enterprise Resource Planning",24,"Create data flow diagrams, entity-relationship diagrams, and unified modeling language diagrams to visualize data, syste",Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Systems Analysis; Digital Transformation; Agile Methodology; Business Communication; Business Analysis,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,0.0,2.2408761241821447,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,-1.1644365042484677,2.1613438994284686,0.058823529411764705,60
Advanced Capstone Spacecraft Dynamics and Control Project,1.281137583524659,Differential Equations,"Differential Equations, Simulation and Simulation Software, Vibrations, Torque (Physics), Mechanical Engineering, Engineering Calculations, Mathematical Modeling, Mechanics, Control Systems, Engineering Analysis",76,"How to create and validate a simulation of a spacecraft with a hinged panel.
How to create and validate a simulation of ",Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Differential Equations; Simulation and Simulation Software; Vibrations; Torque (Physics); Mechanical Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,To be recommended,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,0.0,-0.4622313838783437,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2,1.281137583524659,-0.7905536977249383,0.01818181818181818,50
Hypothesis Testing in Public Health,0.6375654551633099,Sampling (Statistics),"Sampling (Statistics), Scientific Methods, Statistical Hypothesis Testing, Public Health, Quantitative Research, Biostatistics, Statistical Inference",4,"Use statistical methods to analyze sampling distribution
Use statistical methods to analyze sampling distribution
Estima",Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Sampling (Statistics); Scientific Methods; Statistical Hypothesis Testing; Public Health; Quantitative Research,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-1.2731636362964902,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0.6375654551633099,-0.8684950799197894,0.022222222222222223,7
An Introduction to Interactive Programming in Python (Part 1),-0.7139360143955233,Graphical Tools,"Graphical Tools, Computer Programming, Computer Graphics, Python Programming, Application Development, Game Design, Event-Driven Programming, Animation and Game Design, Interactive Design, Programming Principles, User Interface (UI)",62,Not Specified,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Graphical Tools; Computer Programming; Computer Graphics; Python Programming; Application Development,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,-0.1919206330722949,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,-0.7139360143955233,0.0300791244227716,0.041666666666666664,11
Data Science for Business Innovation,-0.07036388603417419,Data Modeling,"Data Modeling, Big Data, Data Storage Technologies, Unsupervised Learning, Data Analysis, Regression Analysis, Data Science, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Analytics, Data Ethics, Supervised Learning, Data Strategy, Data-Driven Decision-Making, NoSQL, Business Analytics, Machine Learning",16,"What is data science
What is data science
How data science, machine learning, and data-driven innovation can benefit bus",Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Data Modeling; Big Data; Data Storage Technologies; Unsupervised Learning; Data Analysis,Not Specified,Relevant fundamentals based on prerequisites.,To be recommended,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,0.0,1.429943871763998,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,-0.07036388603417419,0.1537361250203718,0.029411764705882353,17
