course_id,name,category,difficulty,estimated_hours,goal_role,prerequisites,skills,concept_overlap_group,module_list,url,course_description,course_type,industry_relevance,job_market_demand,skill_level,skill_category,core_skills,prerequisite_level,recommended_background,next_courses,target_roles,career_importance,learning_outcomes,practical_application,assessment_method,difficulty_score,career_value_score,skill_growth_score,num_prerequisites,num_skills,learning_load,skill_density
C183,Advanced Capstone Spacecraft Dynamics and Control Project,Physical Science And Engineering,Advanced,55,AI Engineer,Differential Equations,"Differential Equations, Simulation and Simulation Software, Vibrations, Torque (Physics), Mechanical Engineering, Engineering Calculations, Mathematical Modeling, Mechanics, Control Systems, Engineering Analysis",76,"How to create and validate a simulation of a spacecraft with a hinged panel.
How to create and validate a simulation of ",https://www.coursera.org/learn/advanced-capstone-spacecraft-dynamics-control-project,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Differential Equations; Simulation and Simulation Software; Vibrations; Torque (Physics); Mechanical Engineering,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,10,55,10
C184,Hypothesis Testing in Public Health,Health,Beginner,45,Backend Developer,Sampling (Statistics),"Sampling (Statistics), Scientific Methods, Statistical Hypothesis Testing, Public Health, Quantitative Research, Biostatistics, Statistical Inference",4,"Use statistical methods to analyze sampling distribution
Use statistical methods to analyze sampling distribution
Estima",https://www.coursera.org/learn/hypothesis-testing-public-health,Introduces key concepts and practical applications of None.,Health,High,High,Beginner,Health,Sampling (Statistics); Scientific Methods; Statistical Hypothesis Testing; Public Health; Quantitative Research,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,7,45,7
C185,An Introduction to Interactive Programming in Python (Part 1),Computer Science,Beginner,24,Data Analyst,Graphical Tools,"Graphical Tools, Computer Programming, Computer Graphics, Python Programming, Application Development, Game Design, Event-Driven Programming, Animation and Game Design, Interactive Design, Programming Principles, User Interface (UI)",62,,https://www.coursera.org/learn/interactive-python-1,Introduces key concepts and practical applications of None.,Computer Science,High,High,Beginner,Computer Science,Graphical Tools; Computer Programming; Computer Graphics; Python Programming; Application Development,Unknown,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,11,24,11
C186,Data Science for Business Innovation,Data Science,Beginner,34,Data Scientist,Data Modeling,"Data Modeling, Big Data, Data Storage Technologies, Unsupervised Learning, Data Analysis, Regression Analysis, Data Science, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Analytics, Data Ethics, Supervised Learning, Data Strategy, Data-Driven Decision-Making, NoSQL, Business Analytics, Machine Learning",16,"What is data science
What is data science
How data science, machine learning, and data-driven innovation can benefit bus",https://www.coursera.org/learn/data-science-for-business-innovation,Introduces key concepts and practical applications of None.,Data Science,High,High,Beginner,Data Science,Data Modeling; Big Data; Data Storage Technologies; Unsupervised Learning; Data Analysis,Unknown,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,17,34,17
C187,Water Cooperation and Diplomacy,Physical Science And Engineering,Intermediate,34,AI Engineer,Mediation,"Mediation, Data Collection, Water Resources, Environmental Laws, Negotiation, Diplomacy, International Relations, Conflict Management, Governance, Water Resource Management",63,,https://www.coursera.org/learn/water-cooperation-and-diplomacy,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Intermediate,Physical Science And Engineering,Mediation; Data Collection; Water Resources; Environmental Laws; Negotiation,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,34,10
C188,Introduction to Data Engineering,Information Technology,Intermediate,28,Backend Developer,Data Architecture,"Data Architecture, Data Security, Databases, Big Data, NoSQL, Relational Databases, Data Science, Data Pipelines, Extract, Transform, Load, Data Lakes, Data Store, Apache Spark, Data Governance, Data Warehousing, Apache Hadoop, SQL",13,"List basic skills required for an entry-level data engineering role.
List basic skills required for an entry-level data ",https://www.coursera.org/learn/introduction-to-data-engineering,Introduces key concepts and practical applications of None.,Information Technology,High,High,Intermediate,Information Technology,Data Architecture; Data Security; Databases; Big Data; NoSQL,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,18,28,18
C189,Introduction to Events Management,Business,Intermediate,46,Backend Developer,Planning,"Planning, Operations Management, Logistics Management, Logistics, Promotional Strategies, Customer experience strategy (CX), Event Planning, Hospitality, Event Marketing, Marketing Design, Coordination, Vendor Management, Budgeting, Event Management",5,"Analyze the key components and phases of event management, from initial planning to post-event evaluation.
Analyze the k",https://www.coursera.org/learn/introduction-to-events-management,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Planning; Operations Management; Logistics Management; Logistics; Promotional Strategies,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,14,46,14
C190,Capstone: Applying Project Management in the Real World,Business,Advanced,51,Data Analyst,Requirements Analysis,"Requirements Analysis, Stakeholder Management, Project Planning, Communication Strategies, Negotiation, Performance Reporting, Interviewing Skills, Milestones (Project Management), Project Documentation, Project Scoping, Stakeholder Analysis, Problem Solving, Quality Management, Project Management",65,"Develop a comprehensive project charter using research and relevant documentation.
Develop a comprehensive project chart",https://www.coursera.org/learn/applying-project-management,Introduces key concepts and practical applications of None.,Business,High,High,Advanced,Business,Requirements Analysis; Stakeholder Management; Project Planning; Communication Strategies; Negotiation,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Analyst,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,14,51,14
C191,Strategic Organization Design,Business,Intermediate,57,Data Scientist,Strategic Planning,"Strategic Planning, Organizational Structure, Growth Strategies, Innovation, Organizational Strategy, Strategic Leadership, Organizational Change, Organizational Effectiveness, Strategic Decision-Making, Business Strategy",48,,https://www.coursera.org/learn/organization-design,Introduces key concepts and practical applications of None.,Business,High,High,Intermediate,Business,Strategic Planning; Organizational Structure; Growth Strategies; Innovation; Organizational Strategy,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,Data Scientist,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,10,57,10
C192,AI Applications in Marketing and Finance,Business,Beginner,59,Backend Developer,Customer Insights,"Customer Insights, AI Personalization, Artificial Intelligence and Machine Learning (AI/ML), Fraud detection, Customer Engagement, Artificial Intelligence, Risk Management, Marketing Analytics, Big Data, Data-Driven Decision-Making, Applied Machine Learning, Machine Learning, Data Mining, Customer experience improvement, Digital Transformation, Analytics, Driving engagement, Credit Risk, Anomaly Detection, Advanced Analytics",17,,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,Introduces key concepts and practical applications of None.,Business,High,High,Beginner,Business,Customer Insights; AI Personalization; Artificial Intelligence and Machine Learning (AI/ML); Fraud detection; Customer Engagement,Unknown,Relevant fundamentals based on prerequisites.,,Backend Developer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,1,8,8,1,20,59,20
C193,GenAI for Compensation: Smarter Pay Equity Analysis,Data Science,Intermediate,14,ML Engineer,Workforce Planning,"Workforce Planning, Mitigation, Forecasting, Artificial Intelligence, Human Resources, Google Gemini, Anthropic Claude, Human Resource Strategy",49,"Explain key concepts in pay equity and the role of AI in compensation analysis.
Explain key concepts in pay equity and t",https://www.coursera.org/learn/genai-for-compensation-smarter-pay-equity-analysis,Introduces key concepts and practical applications of None.,Data Science,High,High,Intermediate,Data Science,Workforce Planning; Mitigation; Forecasting; Artificial Intelligence; Human Resources,Basic Knowledge Required,Relevant fundamentals based on prerequisites.,,ML Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,3,8,8,1,8,14,8
C194,Energy: The Enterprise,Physical Science And Engineering,Advanced,30,AI Engineer,Energy and Utilities,"Energy and Utilities, Climate Change Mitigation, Sustainable Development, Electric Power Systems, Emerging Technologies, Environment and Resource Management, Operational Efficiency, Market Dynamics, Environmental Science, Workforce Development, Innovation, Sustainable Technologies",66,,https://www.coursera.org/learn/energy-industry-overview,Introduces key concepts and practical applications of None.,Physical Science And Engineering,High,High,Advanced,Physical Science And Engineering,Energy and Utilities; Climate Change Mitigation; Sustainable Development; Electric Power Systems; Emerging Technologies,Intermediate Knowledge Required,Relevant fundamentals based on prerequisites.,,AI Engineer,Important,Apply None concepts to practical tasks.,Coding Exercises,Coding Assignment,5,8,8,1,12,30,12
